date,BTC,ETH,USDe,USDC
2025-03-21,0.0011053118725321387,0.0016124787805632858,2.1715002301403514e-07,8.590543888405009e-06
2025-03-22,0.0010318946346664713,0.001364192174363565,2.4536168246593057e-07,8.625621014841701e-06
2025-03-23,0.0009650878210607027,0.0012242945375172808,2.419610287801837e-07,8.608530942818138e-06
2025-03-24,0.0009140487548631838,0.0011608093537900242,2.23963242195235e-07,8.610808724298889e-06
2025-03-25,0.0008607710137773371,0.001191720928324136,2.06951022881971e-07,8.617589849259187e-06
2025-03-26,0.0008075924854789362,0.0011404114601522354,1.9135407259811946e-07,8.59984911014992e-06
2025-03-27,0.0007634846426870538,0.0013444876312808753,1.7746958022816e-07,8.60129652847024e-06
2025-03-28,0.0007185830943689103,0.0012134796454206847,2.559682469924175e-07,8.613736453049797e-06
2025-03-29,0.0007904987532734325,0.0020127620651399438,2.4521423733151946e-07,8.618311951368743e-06
2025-03-30,0.0007895967216126316,0.0019265133208309245,2.4842258491901534e-07,8.60076365703915e-06
2025-03-31,0.0007435120646596715,0.0015364647494211297,2.2927152020969417e-07,8.623336379355263e-06
2025-04-01,0.0007002333289915232,0.0013116152746631457,2.127126936374184e-07,8.594374189280828e-06
2025-04-02,0.000676068634511579,0.0013055337734452948,1.965909820047042e-07,8.62406351288685e-06
2025-04-03,0.0007453692339745517,0.002215245194908267,1.8220888466732293e-07,8.606982672384835e-06
2025-04-04,0.0007026980505527607,0.0016505596961959208,1.914073210400762e-07,8.604781815638517e-06
2025-04-05,0.0006639697896681003,0.0013627064801485223,1.9103704182265834e-07,8.60852319913954e-06
2025-04-06,0.0006290825647837575,0.0012265398087704796,1.7760915167334795e-07,8.616760598710281e-06
2025-04-07,0.0010405113743055551,0.00650996650831351,1.884312005235697e-07,8.605697664716772e-06
2025-04-08,0.0009748997558889262,0.0038259847056509337,1.7513890001599063e-07,8.637526405885843e-06
2025-04-09,0.0010636321023825173,0.003302520395165431,1.6765241673306524e-07,8.573568747481695e-06
2025-04-10,0.0010946057856334622,0.0030635660076572847,1.6456199706294892e-07,8.61847298085978e-06
2025-04-11,0.0011596533244100109,0.004479675536000714,1.6434418758829543e-07,8.611915831015848e-06
2025-04-12,0.0011158258679569765,0.0028148953955692674,1.543737707950837e-07,8.61209154783282e-06
2025-04-13,0.001049174888719763,0.0020701960167851174,1.4906810094786818e-07,8.612647498723245e-06
2025-04-14,0.0010179793972500259,0.0018088382752722832,1.4414433631788524e-07,8.602219605645309e-06
2025-04-15,0.0009532336394213545,0.0014567679961959444,1.3543966706925255e-07,8.596182849580575e-06
2025-04-16,0.0009037630603291876,0.0013938870162910715,1.2704145353429386e-07,8.626357297135184e-06
2025-04-17,0.0008472455204776054,0.0012467811397652805,1.1963572646168548e-07,8.613474033092119e-06
2025-04-18,0.000796808104815818,0.0011629194886235623,1.1252536352279652e-07,8.603233075184753e-06
2025-04-19,0.0007519863959042607,0.0011218250269040833,1.0592278245553489e-07,8.601390280561539e-06
2025-04-20,0.0007087084518625563,0.0011136709887429137,9.990659047646189e-08,8.624985502205008e-06
2025-04-21,0.000668270275050853,0.0011664149977962085,9.50028733172868e-08,8.613751065617833e-06
2025-04-22,0.0006429510949338802,0.0011284351851438734,9.00544633902277e-08,8.602590650101933e-06
2025-04-23,0.000676782703403311,0.0017479780185659217,8.960217932844139e-08,8.601210278471388e-06
2025-04-24,0.0006391069729255306,0.0014388581554296296,8.765278343889885e-08,8.618855842217526e-06
2025-04-25,0.0006045764074797029,0.0013178095479617277,8.67977909685052e-08,8.605240875463662e-06
2025-04-26,0.0005738950178741721,0.0012030453420458346,8.283188465902964e-08,8.619223320680592e-06
2025-04-27,0.0005448190314506229,0.0011630189935341463,8.253036836773768e-08,8.6166690416808e-06
2025-04-28,0.0005276608558295236,0.001192506684104784,8.004829093028816e-08,8.600310476147327e-06
2025-04-29,0.0005050193657158909,0.0011361914305362804,7.718803783005737e-08,8.619590443470573e-06
2025-04-30,0.00048741561301306646,0.0011074825808110743,7.390989967344626e-08,8.610270732524124e-06
2025-05-01,0.0004655941266301262,0.0010952148894976573,9.122172462738125e-08,8.613643582107477e-06
2025-05-02,0.0004546444438826285,0.001123523603789867,8.879749418453318e-08,8.594275271706157e-06
