date,logret,residual
2024-02-21,-0.014421777074224,-0.014081789912147338
2024-02-22,0.0002194296137369,0.0005594167758135634
2024-02-23,-0.0167497288331501,-0.016409741671073435
2024-02-24,0.0239197250362117,0.024259712198288364
2024-02-25,0.0394185803791824,0.03975856754125907
2024-02-26,0.0210750468838973,0.021415034045973964
2024-02-27,0.0204025144361796,0.020742501598256264
2024-02-28,0.0425946193780362,0.042934606540112864
2024-02-29,-0.0130164233010781,-0.012676436139001436
2024-03-01,0.027487237303692,0.027827224465768664
2024-03-02,-0.0037929033703285,-0.0034529162082518362
2024-03-03,0.0199466802026186,0.020286667364695265
2024-03-04,0.0391657458763159,0.03950573303839256
2024-03-05,-0.0210070504160473,-0.020667063253970636
2024-03-06,0.071702762354878,0.07204274951695466
2024-03-07,0.0143294342144955,0.014669421376572163
2024-03-08,0.0045615445502829,0.0049015317123595635
2024-03-09,0.0059834876050164,0.0063234747670930635
2024-03-10,-0.0087797237225828,-0.008439736560506138
2024-03-11,0.0466265599074269,0.04696654706950357
2024-03-12,-0.0214187117111475,-0.021078724549070834
2024-03-13,0.0065568589305069,0.006896846092583564
2024-03-14,-0.0312631146419182,-0.030923127479841536
2024-03-15,-0.0388374261325505,-0.038497438970473835
2024-03-16,-0.0585335864408769,-0.05819359927880024
2024-03-17,0.0333732074975969,0.03371319465967357
2024-03-18,-0.0347579846458714,-0.03441799748379473
2024-03-19,-0.1080704152151135,-0.10773042805303684
2024-03-20,0.1067642582840093,0.10710424544608596
2024-03-21,-0.0058238064955578,-0.005483819333481136
2024-03-22,-0.0466792544778229,-0.04633926731574624
2024-03-23,0.0008713292933908,0.0012113164554674635
2024-03-24,0.0347667100501585,0.035106697212235166
2024-03-25,0.038681118505865,0.03902110566794167
2024-03-26,-0.0009414108524907,-0.0006014236904140365
2024-03-27,-0.0246610500870065,-0.024321062924929835
2024-03-28,0.0173280545494112,0.017668041711487864
2024-03-29,-0.0139934681623028,-0.013653481000226137
2024-03-30,-0.0011002718123069,-0.0007602846502302366
2024-03-31,0.039109513188567,0.039449500350643665
2024-04-01,-0.0399406318143036,-0.039600644652226936
2024-04-02,-0.0671991251460806,-0.06685913798400395
2024-04-03,0.0103837493547835,0.010723736516860163
2024-04-04,0.0056007620735005,0.005940749235577164
2024-04-05,-0.0033555146414272,-0.0030155274793505363
2024-04-06,0.0105795137842221,0.010919500946298762
2024-04-07,0.0291781808501276,0.029518168012204263
2024-04-08,0.0676731187933672,0.06801310595544385
2024-04-09,-0.0528226545108658,-0.05248266734878913
2024-04-10,0.0109447185752458,0.011284705737322463
2024-04-11,-0.0109206193734578,-0.010580632211381138
2024-04-12,-0.0777516251273091,-0.07741163796523244
2024-04-13,-0.0762651730824632,-0.07592518592038654
2024-04-14,0.0493593845673103,0.04969937172938697
2024-04-15,-0.0176855865517868,-0.017345599389710135
2024-04-16,-0.0053924386671191,-0.005052451505042436
2024-04-17,-0.0330173129250219,-0.032677325762945235
2024-04-18,0.0268743124339057,0.027214299595982365
2024-04-19,-0.0022036534993663,-0.0018636663372896365
2024-04-20,0.0316417336836067,0.03198172084568336
2024-04-21,-0.0032795465278034,-0.0029395593657267362
2024-04-22,0.0171256456334063,0.017465632795482966
2024-04-23,0.0056869546079862,0.006026941770062863
2024-04-24,-0.0251931602486532,-0.024853173086576537
2024-04-25,0.0053060832242906,0.005646070386367263
2024-04-26,-0.0083811819891099,-0.008041194827033237
2024-04-27,0.0382362630280717,0.03857625019014836
2024-04-28,0.0032560391987992,0.0035960263608758635
2024-04-29,-0.0146171836968189,-0.014277196534742237
2024-04-30,-0.065261225646731,-0.06492123848465434
