date,BTC_USDe,BTC_USDC,ETH_USDe,ETH_USDC
2024-07-11,-0.0009152031041453313,-0.0002027920171857348,-0.000990573990202627,-0.00020007975341802565
2024-07-12,-0.0009064145378643493,-0.0002036506472703203,-0.0009895710886355141,-0.00020212039602672533
2024-07-13,-0.0008727223682306755,-0.00020388190725451245,-0.0009389680753737503,-0.00020019431303972503
2024-07-14,-0.0008575955128256739,-0.00020402001897046557,-0.0009485801568440687,-0.00019947599140874702
2024-07-15,-0.0008517035468408503,-0.0001976707478376266,-0.0009496808209892969,-0.00019209861210900118
2024-07-16,-0.0008500772313075974,-0.0001977012478381718,-0.0009463849306717196,-0.00019218078370225884
2024-07-17,-0.0008490900499033234,-0.00019390963840584913,-0.000945069362914937,-0.00019118202722323894
2024-07-18,-0.0008432576762316265,-0.00019069045700637847,-0.0009428903671236869,-0.00018655871079780183
2024-07-19,-0.0008551474600230628,-0.00018810065671000933,-0.0009444294362579806,-0.00018374511615968267
2024-07-20,-0.0008537319161018353,-0.00019050487868400458,-0.0009541802748474717,-0.0001864635784362803
2024-07-21,-0.0008476299373535122,-0.0001937302300307092,-0.0009454266765035984,-0.0001911581714995898
2024-07-22,-0.0008456725300383928,-0.00019024926203812753,-0.0009410642161212228,-0.00018543449578786
2024-07-23,-0.0008465852715188264,-0.0001873499786324576,-0.0009429133149145674,-0.00019130048056819894
2024-07-24,-0.000849428195302713,-0.00018432664481357044,-0.0009429080471488565,-0.00018773947914277258
2024-07-25,-0.0008501230820299085,-0.0001828094884250694,-0.0009441489822203683,-0.00018401484464031716
2024-07-26,-0.0009132391133248784,-0.00018056298259535604,-0.0009447626201750137,-0.00018641324904109161
2024-07-27,-0.000912612375850765,-0.00019039015901687253,-0.0009442577895743983,-0.00018733397944993135
2024-07-28,-0.0009120947931504144,-0.0001902719498743372,-0.0009438196804498998,-0.00018741748966969813
2024-07-29,-0.0009099554577751883,-0.00018040739101448747,-0.0009438326381603302,-0.00018413376316191797
2024-07-30,-0.0009138518671956632,-0.00018059214257828008,-0.000944530158802979,-0.00018399004450340636
2024-07-31,-0.0009132184166303366,-0.0001805664037027478,-0.000943471972105678,-0.00018417808434506306
2024-08-01,-0.0009112977519233392,-0.00018073045451402157,-0.0009411586051664526,-0.00019063641420618578
2024-08-02,-0.0009110724779303148,-0.00018025482518315033,-0.0009397062285994114,-0.00018806942676093767
2024-08-03,-0.0009167463834072253,-0.00017865549155153548,-0.0009480455583527349,-0.00018418389916366725
2024-08-04,-0.000916855338832179,-0.00018084471816821844,-0.000949017327843575,-0.00018794583258875103
2024-08-05,-0.0009202448538192681,-0.00017983035685737602,-0.0009519816206524923,-0.00018638321525988057
2024-08-06,-0.0009241622829004059,-0.0001826603688185307,-0.0009572825318537782,-0.00018922587661646394
2024-08-07,-0.0009358379608790777,-0.00018316539651777827,-0.0009601735311288419,-0.00019174532097467157
2024-08-08,-0.0009362607549052424,-0.00018384312542451024,-0.0009679714617737788,-0.00019180247184164752
2024-08-09,-0.0009307054922828207,-0.0001815151790548872,-0.0009606502934752655,-0.0001904238567805448
2024-08-10,-0.0009310395109734291,-0.00018155324334139447,-0.0009616595371713117,-0.00019039697389848897
2024-08-11,-0.0009211882158856412,-0.0001802819252712962,-0.0009657295658719603,-0.00019005705335218466
2024-08-12,-0.0009230733410546747,-0.00016667536673553763,-0.000964311516750923,-0.00018608032118217385
2024-08-13,-0.0009234584707755393,-0.00017649687474169035,-0.0009771849923923656,-0.0001868319117241897
2024-08-14,-0.0009219233304558699,-0.0001832023981118431,-0.0009627008214275042,-0.00018647746789124913
2024-08-15,-0.0009149805400881545,-0.00018411157410521035,-0.000960831973162743,-0.00018748534563551737
2024-08-16,-0.0009151520663981979,-0.00018580948089415023,-0.0009608823341174207,-0.00018783690661104953
2024-08-17,-0.0009214950099606836,-0.000185867052220597,-0.0009625100620793021,-0.00018626613255284067
2024-08-18,-0.0009156384168680095,-0.00018705592936277653,-0.0009622454873099218,-0.00018766911472160896
2024-08-19,-0.0009231384432021712,-0.00018884074446480367,-0.0009685898507061504,-0.00019353957237630296
2024-08-20,-0.0009232664002920939,-0.00021327737338326097,-0.0009684938914453195,-0.00019325245781907213
2024-08-21,-0.0009227739440620799,-0.00021158989272712566,-0.0009639209631382942,-0.00019428674218791733
2024-08-22,-0.0009244561941177,-0.00021377963115525072,-0.0009688528187271207,-0.00019808282328367393
2024-08-23,-0.0009203143841753148,-0.00021204215612813065,-0.000968471075444263,-0.0001947832261643628
2024-08-24,-0.0009197080720580661,-0.00018898789276097712,-0.0009666668865643766,-0.00019779745967218616
2024-08-25,-0.0006652479090617883,-0.00018124546860854432,-0.0007866180456622409,-0.000195557059455842
2024-08-26,-0.0006691431816279027,-0.0001876601820085046,-0.0007972113697575392,-0.00019755153920560144
2024-08-27,-0.0006699761192558879,-0.00018086075163194343,-0.0007973310084657793,-0.00019346851175539744
2024-08-28,-0.000676324656724316,-0.00021288686887085782,-0.0007987935861303075,-0.00019870994473425058
2024-08-29,-0.0006708068948410222,-0.00021355954025255652,-0.0007972903186907343,-0.00019625978836532236
2024-08-30,-0.0008674161634869479,-0.00018915186093989534,-0.0007665478082629571,-0.0001964529802092694
2024-08-31,-0.0008615219646528635,-0.00018570401189593508,-0.0007658279201574497,-0.00019593160696994814
2024-09-01,-0.0008518448173263528,-0.00021169471344134212,-0.0007560606377511781,-0.00019471960902953293
2024-09-02,-0.0008467814194212819,-0.00021313017302319493,-0.0007596859632438474,-0.0001963060257137949
2024-09-03,-0.0008491963068351943,-0.00021145332986274265,-0.0007652617605446158,-0.00019481703453541624
